,Hotel_Name,Hotel_Address,lat,lng,Reviewer_Average_Score,Total_No_Of_Reviewers,Non_Reviewer_Average_Score
364767,Lancaster London,Lancaster Terrace Westminster Borough London W2 2TY United Kingdom,51.5119446,-0.179939,8.27066052227,651,8.35232876712
372353,London Marriott Hotel County Hall,London County Hall Westminster Bridge Road Lambeth London SE1 7PB United Kingdom,51.5016102,-0.1191545,8.54549356223,233,8.39807692308
372810,Jumeirah Lowndes Hotel,Lowndes Street Kensington and Chelsea London SW1X 9ES United Kingdom,51.4993652,-0.1576613,8.56956521739,184,8.62731707317
375107,The Mandeville Hotel,Mandeville Place Westminster Borough London W1U 2BE United Kingdom,51.5165165,-0.1509735,8.44444444444,846,8.59494949495
375953,Hallmark Hotel London Chigwell Prince Regent,Manor Road London IG8 8AE United Kingdom,51.6068054,0.0590416,6.56695464363,463,7.57929515419
387956,Apex City Of London Hotel,No 1 Seething Lane City of London London EC3N 4AX United Kingdom,51.5104624,-0.0795502,9.11868446139,1049,8.80016051364
389730,COMO Metropolitan London,Old Park Lane Westminster Borough London W1K 1LB United Kingdom,51.5050355,-0.1500864,8.9027972028,143,9.11393442623
389873,Aloft London Excel,One Eastern Gateway Royal Victoria Dock Newham London E16 1FR United Kingdom,51.5083719,0.0355768,8.62824156306,1126,8.81642651297
390999,Ham Yard Hotel,One Ham Yard Westminster Borough London W1D 7DT United Kingdom,51.511174,-0.1349904,9.48794326241,141,9.51770833333
395942,Grosvenor House A JW Marriott Hotel,Park Lane Westminster Borough London W1K 7TN United Kingdom,51.5082019,-0.1545589,7.76516393443,244,8.07880434783
403425,The Rookery,Peters Lane Cowcross Street Islington London EC1M 6DS United Kingdom,51.520171,-0.102463,9.13601532567,261,9.03561643836
410514,Sheraton Grand London Park Lane,Piccadilly Westminster Borough London W1J 7BX United Kingdom,51.5092876,-0.1370062,7.94782608696,115,8.29230769231
416936,London Marriott Maida Vale,Plaza Parade Camden London NW6 5RP United Kingdom,51.5357597,-0.1902591,8.02771618625,451,8.21726618705
417387,The Langham London,Portland Place Westminster Borough London W1B 1JA United Kingdom,51.517876,-0.1440647,9.2747763864,559,9.3376
417946,The Ned,Poultry 27 City of London London EC2R 8AJ United Kingdom,51.5135929,-0.0907833,9.17743190661,257,9.48
429239,K West Hotel Spa,Richmond Way Hammersmith and Fulham London W14 0AX United Kingdom,51.5013149,-0.2174459,8.37480314961,762,8.43772102161
435995,Crowne Plaza London Docklands,Royal Victoria Dock Western Gateway Newham London E16 1AL United Kingdom,51.5083537,0.0198855,8.79696010133,1579,8.80546075085
440985,Copthorne Tara Hotel London Kensington,Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,51.499046,-0.1917073,8.09424259363,3578,8.11125068269
452196,Sloane Square Hotel,Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,51.4927325,-0.1573708,8.25692640693,462,8.10573476703
454064,Hilton London Canary Wharf,South Quay Marsh Wall Tower Hamlets London E14 9SH United Kingdom,51.5007324,-0.01655,9.01349772875,1541,8.97864476386
455605,Grange Holborn Hotel,Southampton Row Bloomsbury Camden London WC1B 4AR United Kingdom,51.519616,-0.1218432,8.27700831025,361,8.59821428571
457425,The Stafford London,St James s Place Westminster Borough London SW1A 1NJ United Kingdom,51.5059087,-0.1403795,9.059,200,9.15899280576
457625,The Tower A Guoman Hotel,St Katherines Way Tower Hamlets London E1W 1LD United Kingdom,51.5064721,-0.0716893,8.70262582057,1828,8.40252631579
462866,The Savoy,Strand Westminster Borough London WC2R 0EU United Kingdom,51.5111922,-0.1194006,9.33796296296,540,9.50634920635
463406,The May Fair Hotel,Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom,51.5078943,-0.1436707,8.327875,800,8.49931153184
465852,Amba Hotel Charing Cross,The Strand Westminster Borough London WC2N 5HX United Kingdom,51.508236,-0.1261963,9.39171974522,785,9.09944289694
466995,Holiday Inn London Brent Cross,Tilling Road London NW2 1LP United Kingdom,51.5731061,-0.2233332,7.8752886836,433,7.93977695167
467428,Bermondsey Square Hotel A Bespoke Hotel,Tower Bridge Road Southwark London SE1 3UN United Kingdom,51.4991134,-0.0790969,8.31303258145,399,8.27636363636
503073,Crowne Plaza London Ealing,Western Avenue Ealing London W5 1HG United Kingdom,51.5403942,-0.3697581,8.50581113801,413,8.4928358209
503486,Good Hotel London,Western Gateway Newham London E16 1FA United Kingdom,51.5084195,0.0253216,8.12218114603,541,8.05348837209
504027,Park Plaza Westminster Bridge London,Westminster Bridge Road Lambeth London SE1 7UT United Kingdom,51.5009609,-0.1165913,8.65286639482,4169,8.77491422036
508196,Hotel du Vin Cannizaro House Wimbledon,Westside Wimbledon Common Wimbledon London SW19 4UE United Kingdom,51.4242413,-0.2293503,8.30899653979,289,8.57189542484
508552,Thistle Trafalgar Square The Royal Trafalgar,Whitcomb Street Trafalgar Square Westminster Borough London WC2H 7HG United Kingdom,51.509133,-0.130189,8.42912205567,467,8.34887218045
509019,Corinthia Hotel London,Whitehall Place Westminster Borough London SW1A 2BD United Kingdom,51.5045583,-0.1262584,9.48685446009,213,9.2821656051
512545,The Berkeley,Wilton Place Knightsbridge Westminster Borough London SW1X 7RL United Kingdom,51.5020912,-0.1577795,9.064,100,9.15142857143
512645,Holiday Inn London Kensington,Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom,51.499981,-0.1928791,7.72359104046,2768,7.98046075085
