,Hotel_Name,Hotel_Address,Country,City
187785,London City Suites,42 46 Chiswell Street City of London London EC1Y 4SB United Kingdom,United Kingdom,London
188525,H tel Crayon Rouge by Elegancia,42 rue Croix des Petits Champs 1st arr 75001 Paris France,France,Paris
188607,Mercure Paris Opera Grands Boulevards,42 Rue Des Petites Ecuries 10th arr 75010 Paris France,France,Paris
188672,St George s Hotel Wembley,43 51 Wembley Hill Road Brent London HA9 8AU United Kingdom,United Kingdom,London
189884,Hotel Le Saint Gregoire,43 Rue De l Abb Gr goire 6th arr 75006 Paris France,France,Paris
189904,Le Mathurin Hotel Spa,43 Rue des Mathurins 8th arr 75008 Paris France,France,Paris
190062,H tel Saint Paul Rive Gauche,43 rue Monsieur le Prince 6th arr 75006 Paris France,France,Paris
190107,The Justin James Hotel,43 Worple Road Wimbledon London SW19 4JZ United Kingdom,United Kingdom,London
190367,Millennium Hotel London Mayfair,44 Grosvenor Square Westminster Borough London W1K 2HP United Kingdom,United Kingdom,London
191620,H tel de Varenne,44 rue de Bourgogne 7th arr 75007 Paris France,France,Paris
191715,A La Villa Madame,44 Rue Madame 6th arr 75006 Paris France,France,Paris
191756,The Curtain,45 Curtain Road Hackney London EC2A 4PJ United Kingdom,United Kingdom,London
191786,45 Park Lane Dorchester Collection,45 Park Lane Westminster Borough London W1K 1PN United Kingdom,United Kingdom,London
191814,Grange Tower Bridge Hotel,45 Prescot Street City of London London E1 8GP United Kingdom,United Kingdom,London
192504,Le Tsuba Hotel,45 Rue des Acacias 17th arr 75017 Paris France,France,Paris
192561,St Martins Lane A Morgans Original,45 St Martin s Lane Westminster Borough London WC2N 4HX United Kingdom,United Kingdom,London
193053,H tel Barri re Le Fouquet s,46 Avenue George V 8th arr 75008 Paris France,France,Paris
193088,Novotel London Blackfriars,46 Blackfriars Road Southwark London SE1 8NZ United Kingdom,United Kingdom,London
193516,Hotel Villa Lafayette Paris IX,46 Rue De Tr vise 9th arr 75009 Paris France,France,Paris
193541,Canary Riverside Plaza Hotel,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom,United Kingdom,London
193679,The Marylebone Hotel,47 Welbeck Street Westminster Borough London W1G 8DN United Kingdom,United Kingdom,London
194356,L Empire Paris,48 Rue De L arbre Sec 1st arr 75001 Paris France,France,Paris
194475,The Zetter Townhouse Clerkenwell,49 50 St John s Square Islington London EC1V 4JJ United Kingdom,United Kingdom,London
194506,The Whitechapel,49 53 New Road Tower Hamlets London E1 1HH United Kingdom,United Kingdom,London
194819,Suites H tel Helzear Champs Elys es,49 Avenue Marceau 16th arr 75116 Paris France,France,Paris
195046,St George Hotel,49 Gloucester Place Marble Arch Westminster Borough London W1U 8JE United Kingdom,United Kingdom,London
195168,Best Western Premier Op ra Faubourg Ex Hotel Jules ,49 Rue La Fayette 9th arr 75009 Paris France,France,Paris
195491,Pershing Hall,49 rue Pierre Charron 8th arr 75008 Paris France,France,Paris
195505,The Premier Notting Hill,5 7 Princes Square Kensington and Chelsea London W2 4NP United Kingdom,United Kingdom,London
196472,H tel Pont Royal,5 7 Rue De Montalembert 7th arr 75007 Paris France,France,Paris
196534,Le G n ral H tel,5 7 rue Rampon 11th arr 75011 Paris France,France,Paris
196656,H tel Th r se,5 7 Rue Th r se 1st arr 75001 Paris France,France,Paris
196788,Best Western Premier Trocadero La Tour,5 bis rue Massenet 16th arr 75016 Paris France,France,Paris
196840,Holiday Inn London Whitechapel,5 Cavell Street Tower Hamlets London E1 2BP United Kingdom,United Kingdom,London
197217,Washington Mayfair Hotel,5 Curzon St Westminster Borough London W1J 5HL United Kingdom,United Kingdom,London
197916,Radisson Blu Edwardian New Providence Wharf,5 Fairmont Avenue Canary Wharf Tower Hamlets London E14 9JB United Kingdom,United Kingdom,London
199064,Hilton London Tower Bridge,5 More London Place Tooley Street Southwark London SE1 2BY United Kingdom,United Kingdom,London
199865,Novotel London Wembley,5 Olympic Way Wembley Brent London HA9 0NP United Kingdom,United Kingdom,London
201116,Le Relais M dicis,5 place de l Od on 6th arr 75006 Paris France,France,Paris
201146,Les Jardins De La Villa Spa,5 Rue Belidor 17th arr 75017 Paris France,France,Paris
201254,Warwick Paris Former Warwick Champs Elysees ,5 rue de Berri 8th arr 75008 Paris France,France,Paris
201665,Park Hyatt Paris Vendome,5 rue de la Paix 2nd arr 75002 Paris France,France,Paris
201694,My Home In Paris,5 Rue De Malte 11th arr 75011 Paris France,France,Paris
201776,Mercure Paris Op ra Faubourg Montmartre,5 Rue de Montyon 9th arr 75009 Paris France,France,Paris
201809,Best Western Plus Elys e Secret,5 rue de Ponthieu 8th arr 75008 Paris France,France,Paris
201920,Villa Beaumarchais,5 rue des Arquebusiers 3rd arr 75003 Paris France,France,Paris
202215,H tel Mansart Esprit de France,5 rue des Capucines 1st arr 75001 Paris France,France,Paris
202331,Holiday Inn Paris Gare de l Est,5 rue du 8 Mai 1945 10th arr 75010 Paris France,France,Paris
203460,Le Cinq Codet,5 rue Louis Codet 7th arr 75007 Paris France,France,Paris
203717,La Maison Favart,5 Rue Marivaux 2nd arr 75002 Paris France,France,Paris
203844,Le Pradey,5 Rue Saint Roch 1st arr 75001 Paris France,France,Paris
203903,Threadneedles Autograph Collection,5 Threadneedle Street City of London London EC2R 8AY United Kingdom,United Kingdom,London
204099,Sanderson A Morgans Hotel,50 Berners Street Westminster Borough London W1T 3NG United Kingdom,United Kingdom,London
204423,The Arch London,50 Great Cumberland Place Westminster Borough London W1H 7FD United Kingdom,United Kingdom,London
204614,Commodore Hotel,50 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,United Kingdom,London
205567,Golden Tulip Washington Opera,50 rue de Richelieu 1st arr 75001 Paris France,France,Paris
205669,Residence Henri IV,50 rue des Bernardins 5th arr 75005 Paris France,France,Paris
205840,Hotel du Collectionneur Arc de Triomphe,51 57 rue de Courcelles 8th arr 75008 Paris France,France,Paris
206177,The Westbourne Hyde Park,51 Gloucester Terrace Westminster Borough London W2 3DQ United Kingdom,United Kingdom,London
206452,Hotel Le Mareuil,51 Rue de Malte 11th arr 75011 Paris France,France,Paris
206499,Mercure Paris Champs Elys es,51 Rue Lauriston 16th arr 75016 Paris France,France,Paris
206538,Best Western Le 18 Paris,51 rue Letort 18th arr 75018 Paris France,France,Paris
206624,The Lodge Hotel Putney,52 54 Upper Richmond Road Wandsworth London SW15 2RN United Kingdom,United Kingdom,London
206921,Shaftesbury Hyde Park International,52 56 Inverness Terrace Westminster Borough London W2 3LB United Kingdom,United Kingdom,London
207950,The Montcalm At Brewery London City,52 Chiswell Street City of London London EC1Y 4SD United Kingdom,United Kingdom,London
209267,H tel Powers,52 rue Francois 1er 8th arr 75008 Paris France,France,Paris
209504,Villa Lut ce Port Royal,52 rue Jenner 13th arr 75013 Paris France,France,Paris
209551,Oceania Paris Porte De Versailles,52 Rue Oradour sur Glane 15th arr 75015 Paris France,France,Paris
209824,BEST WESTERN Maitrise Hotel Maida Vale,53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB United Kingdom,United Kingdom,London
210640,Novotel London City South,53 61 Southwark Bridge Road Southwark London SE1 9HH United Kingdom,United Kingdom,London
210952,The Dorchester Dorchester Collection,53 Park Lane Westminster Borough London W1K 1QA United Kingdom,United Kingdom,London
211177,Mercure Paris Bastille Marais,53 Rue Richard Lenoir 11th arr 75011 Paris France,France,Paris
211211,Hilton London Angel Islington,53 Upper Street Islington London N1 0UY United Kingdom,United Kingdom,London
211869,Fifty Four Boutique Hotel,54 Queens Gate Kensington and Chelsea London SW7 5JW United Kingdom,United Kingdom,London
212179,Chateau Frontenac,54 rue Pierre Charron 8th arr 75008 Paris France,France,Paris
212367,H tel Du Jeu De Paume,54 Rue Saint Louis En L Ile 4th arr 75004 Paris France,France,Paris
212473,The Sumner Hotel,54 Upper Berkeley Street Westminster Borough London W1H 7QR United Kingdom,United Kingdom,London
212739,W12 Rooms,54 Uxbridge Road Shepherds Bush Hammersmith and Fulham London W12 8LP United Kingdom,United Kingdom,London
213144,Renaissance Paris Le Parc Trocadero Hotel,55 57 Avenue Raymond Poincare 16th arr 75016 Paris France,France,Paris
213170,Shaftesbury Premier London Paddington,55 61 Westbourne Terrace Westminster Borough London W2 3UY United Kingdom,United Kingdom,London
214716,Hotel Carlton s Montmartre,55 Bld Rochechouart 9th arr 75009 Paris France,France,Paris
214806,Hotel Monge,55 rue Monge 5th arr 75005 Paris France,France,Paris
214921,Mimi s Hotel Soho,56 57 Frith Street Westminster Borough London W1D 3JG United Kingdom,United Kingdom,London
215311,Victoires Opera,56 rue de Montorgueil 2nd arr 75002 Paris France,France,Paris
215358,Holiday Inn London Oxford Circus,57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom,United Kingdom,London
215842,Dorsett Shepherds Bush,58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE United Kingdom,United Kingdom,London
217108,New Linden Hotel,59 Leinster Square Kensington and Chelsea London W2 4PS United Kingdom,United Kingdom,London
217984,Le Burgundy Paris,6 8 Rue Duphot 1st arr 75001 Paris France,France,Paris
218145,Hotel Sezz Paris,6 Avenue Fr miet 16th arr 75016 Paris France,France,Paris
218169,Hotel Montaigne,6 Avenue Montaigne 8th arr 75008 Paris France,France,Paris
218258,Hotel Royal Elys es,6 Avenue Victor Hugo 16th arr 75116 Paris France,France,Paris
218303,Mercure Paris Bercy Biblioth que,6 Boulevard Vincent Auriol 13th arr 75013 Paris France,France,Paris
218428,Hazlitt s,6 Frith Street Soho Westminster Borough London W1D 3JA United Kingdom,United Kingdom,London
218669,Park Plaza London Waterloo,6 Hercules Road Lambeth London SE1 7DP United Kingdom,United Kingdom,London
219221,citizenM London Shoreditch,6 Holywell Lane Hackney London EC2A 3ET United Kingdom,United Kingdom,London
220059,H tel Balzac,6 rue Balzac 8th arr 75008 Paris France,France,Paris
220225,Victoria Palace Hotel,6 Rue Blaise Desgoffe 6th arr 75006 Paris France,France,Paris
220249,Hotel Eug ne en Ville,6 rue Buffault 9th arr 75009 Paris France,France,Paris
220440,Newhotel Roblin,6 rue Chauveau Lagarde 8th arr 75008 Paris France,France,Paris
220711,Le Relais Montmartre,6 Rue Constance 18th arr 75018 Paris France,France,Paris
220893,Amarante Beau Manoir,6 Rue de l Arcade 8th arr 75008 Paris France,France,Paris
221052,Hotel Maison FL,6 Rue De La Tour 16th arr 75016 Paris France,France,Paris
221154,Balmoral Champs Elys es,6 rue du General Lanrezac 17th arr 75017 Paris France,France,Paris
221268,The Chess Hotel,6 rue du Helder 9th arr 75009 Paris France,France,Paris
221503,AC Hotel Paris Porte Maillot by Marriott,6 rue Gustave Charpentier 17th arr 75017 Paris France,France,Paris
221578,B Montmartre,6 Rue Lecluse 17th arr 75017 Paris France,France,Paris
221668,H tel Regent s Garden,6 Rue Pierre Demours 17th arr 75017 Paris France,France,Paris
221759,Mercure Paris 15 Porte de Versailles,6 Rue Saint Lambert 15th arr 75015 Paris France,France,Paris
221784,Hotel Le Placide Saint Germain Des Pr s,6 Rue Saint Placide 6th arr 75006 Paris France,France,Paris
221808,Hotel VIU Milan,6 Via Aristotile Fioravanti Garibaldi Station 20154 Milan Italy,Italy,Milan
221866,Sofitel London St James,6 Waterloo Place Westminster Borough London SW1Y 4AN United Kingdom,United Kingdom,London
222218,Baglioni Hotel London The Leading Hotels of the World,60 Hyde Park gate Kensington and Chelsea London SW7 5BB United Kingdom,United Kingdom,London
222332,DoubleTree by Hilton London Islington,60 Pentonville Road Islington London N1 9LA United Kingdom,United Kingdom,London
223241,Nell Hotel Suites,60 rue Richer 9th arr 75009 Paris France,France,Paris
223286,Rydges Kensington Hotel,61 Gloucester Road Kensington and Chelsea London SW7 4PE United Kingdom,United Kingdom,London
223782,Club Quarters Hotel Lincoln s Inn Fields,61 Lincoln s Inn Fields Camden London WC2A 3JW United Kingdom,United Kingdom,London
224921,Novotel Paris Centre Tour Eiffel,61 Quai De Grenelle 15th arr 75015 Paris France,France,Paris
225418,Best Western Plus 61 Paris Nation Hotel,61 rue de la Voute 12th arr 75012 Paris France,France,Paris
225492,Hotel Monsieur,62 Rue Des Mathurins 8th arr 75008 Paris France,France,Paris
225672,Hotel Saint Dominique,62 Rue Saint Dominique 7th arr 75007 Paris France,France,Paris
225793,Clayton Hotel Chiswick,626 Chiswick High St Chiswick London W4 5RY United Kingdom,United Kingdom,London
226715,Park Plaza London Park Royal,628 Western Avenue London W3 0TA United Kingdom,United Kingdom,London
226912,Hotel Malte Astotel,63 rue de Richelieu 2nd arr 75002 Paris France,France,Paris
226938,Best Western Palm Hotel,64 76 Hendon Way London NW2 2NL United Kingdom,United Kingdom,London
227887,InterContinental Paris Avenue Marceau,64 Avenue Marceau 8th arr 75008 Paris France,France,Paris
227932,Mercure Tour Eiffel Grenelle,64 Boulevard de Grenelle 15th arr 75015 Paris France,France,Paris
227971,Mercure Paris Bastille Saint Antoine,64 Rue Crozatier 12th arr 75012 Paris France,France,Paris
227993,Boutique H tel Konfidentiel,64 Rue de l Arbre Sec 1st arr 75001 Paris France,France,Paris
228012,The Piccadilly London West End,65 73 Shaftesbury Avenue Westminster Borough London W1D 6EX United Kingdom,United Kingdom,London
229137,R Kipling by Happyculture,65 rue Blanche 9th arr 75009 Paris France,France,Paris
229221,Hotel Des Saints Peres Esprit de France,65 rue des Saints P res 6th arr 75006 Paris France,France,Paris
229326,Best Western Hotel Montmartre Sacr Coeur,66 Boulevard Barb s 18th arr 75018 Paris France,France,Paris
229592,Kingsway Hall Hotel,66 Great Queen Street Covent Garden Camden London WC2B 5BX United Kingdom,United Kingdom,London
230275,Mandarin Oriental Hyde Park London,66 Knightsbridge Westminster Borough London SW1X 7LA United Kingdom,United Kingdom,London
230360,H tel Jos phine by Happyculture,67 rue Blanche 9th arr 75009 Paris France,France,Paris
230436,Radisson Blu Edwardian Vanderbilt,68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom,United Kingdom,London
231734,Hotel Le Chat Noir,68 Boulevard De Clichy 18th arr 75018 Paris France,France,Paris
231863,Hotel Cafe Royal,68 Regent Street West End Mayfair Westminster Borough London W1B 4DY United Kingdom,United Kingdom,London
232227,Mercure Vaugirard Paris Porte De Versailles,69 Boulevard Victor 15th arr 75015 Paris France,France,Paris
232333,Grange Rochester Hotel,69 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,United Kingdom,London
232697,Gainsborough Hotel,7 11 Queensberry Place Kensington and Chelsea London SW7 2DL United Kingdom,United Kingdom,London
233504,H tel Bel Ami,7 11 Rue Saint Benoit 6th arr 75006 Paris France,France,Paris
233609,St James Hotel Club Mayfair,7 8 Park Place Westminster Borough London SW1A 1LP United Kingdom,United Kingdom,London
233744,Apex London Wall Hotel,7 9 Copthall Avenue City of London London EC2R 7NJ United Kingdom,United Kingdom,London
234181,Seraphine Kensington Gardens Hotel,7 9 High Street Kensington Kensington and Chelsea London W8 5NP United Kingdom,United Kingdom,London
234491,Hotel de Nell,7 9 rue du Conservatoire 9th arr 75009 Paris France,France,Paris
234572,9Hotel Republique,7 9 Rue Pierre Chausson 10th arr 75010 Paris France,France,Paris
234755,Goralska R sidences H tel Paris Bastille,7 Boulevard Bourdon 4th arr 75004 Paris France,France,Paris
234779,Club Quarters Hotel Gracechurch,7 Gracechurch Street City of London London EC3V 0DR United Kingdom,United Kingdom,London
235882,Grange Blooms Hotel,7 Montague Street Bloomsbury Camden London WC1B 5BP United Kingdom,United Kingdom,London
236055,DoubleTree by Hilton Hotel London Tower of London,7 Pepys Street City of London London EC3N 4AF United Kingdom,United Kingdom,London
239267,H tel Baume,7 rue Casimir Delavigne 6th arr 75006 Paris France,France,Paris
239443,Hotel West End,7 rue Cl ment Marot 8th arr 75008 Paris France,France,Paris
239572,Arioso,7 rue d Argenson 8th arr 75008 Paris France,France,Paris
239610,H tel Lancaster Paris Champs Elys es,7 rue de Berri 8th arr 75008 Paris France,France,Paris
239690,Melia Paris Notre Dame,7 Rue De L h tel Colbert 5th arr 75005 Paris France,France,Paris
239744,Hotel Mademoiselle,7 Rue des Petits H tels 10th arr 75010 Paris France,France,Paris
239945,Hotel Les Bains Paris,7 Rue Du Bourg L abb 3rd arr 75003 Paris France,France,Paris
239980,Hotel Ares Eiffel,7 rue du G n ral de Larminat 15th arr 75015 Paris France,France,Paris
240192,Francois 1er,7 Rue Magellan 8th arr 75008 Paris France,France,Paris
240328,H tel Montmartre Mon Amour,7 Rue Paul Albert 18th arr 75018 Paris France,France,Paris
240391,Hotel Monceau Wagram,7 Rue Rennequin 17th arr 75017 Paris France,France,Paris
240501,Novotel London Excel,7 Western Gateway Royal Victoria Dock Newham London E16 1AA United Kingdom,United Kingdom,London
241075,Paris Marriott Champs Elysees Hotel,70 avenue des Champs Elysees 8th arr 75008 Paris France,France,Paris
241169,Mercure London Bridge,71 79 Southwark Street Southwark London SE1 0JA United Kingdom,United Kingdom,London
241583,H tel Exquis by Elegancia,71 Rue de Charonne 11th arr 75011 Paris France,France,Paris
241740,Grange Wellington Hotel,71 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,United Kingdom,London
242168,Les Jardins Du Marais,74 rue Amelot 11th arr 75011 Paris France,France,Paris
242324,Hotel Cavendish,75 Gower Street Camden London WC1E 6HJ United Kingdom,United Kingdom,London
243244,Park Grand London Hyde Park,78 82 Westbourne Terrace Westminster Borough London W2 6QA United Kingdom,United Kingdom,London
244063,Shaftesbury Metropolis London Hyde Park,78 84 Sussex Gardens Westminster Borough London W2 1UH United Kingdom,United Kingdom,London
245158,Radisson Blu Champs Elys es Paris,78 Bis Avenue Marceau 8th arr 75008 Paris France,France,Paris
245310,Hotel Eiffel Blomet,78 Rue Blomet 15th arr 75015 Paris France,France,Paris
245325,Holiday Inn Paris Gare Montparnasse,79 81 avenue du Maine 14th arr 75014 Paris France,France,Paris
245656,H tel Thoumieux,79 rue Saint Dominique 7th arr 75007 Paris France,France,Paris
245693,The Exhibitionist Hotel,8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom,United Kingdom,London
246497,Auteuil Tour Eiffel,8 10 Rue F licien David 16th arr 75016 Paris France,France,Paris
246693,Ten Manchester Street Hotel,8 12 Manchester Street Westminster Borough London W1U 4DG United Kingdom,United Kingdom,London
246911,Mercure London Hyde Park,8 14 Talbot Sq Paddington Westminster Borough London W2 1TS United Kingdom,United Kingdom,London
247132,London Bridge Hotel,8 18 London Bridge St Southwark London SE1 9SG United Kingdom,United Kingdom,London
247299,Derby Alma,8 Avenue Rapp 7th arr 75007 Paris France,France,Paris
247439,The Beaumont Hotel,8 Balderton Street Brown Hart Gardens Westminster Borough London W1K 6TF United Kingdom,United Kingdom,London
247559,Mercure Paris Gobelins Place d Italie,8 bis Avenue de la Soeur Rosalie 13th arr 75013 Paris France,France,Paris
247583,H tel Original Paris,8 Boulevard Beaumarchais 11th arr 75011 Paris France,France,Paris
247613,The Grand at Trafalgar Square,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,United Kingdom,London
248346,Club Quarters Hotel Trafalgar Square,8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,United Kingdom,London
249291,The Laslett,8 Pembridge Garden Kensington and Chelsea London W2 4DU United Kingdom,United Kingdom,London
249541,Novotel Paris Les Halles,8 Place Marguerite de Navarre 1st arr 75001 Paris France,France,Paris
250064,Melia Paris Vendome,8 Rue Cambon 1st arr 75001 Paris France,France,Paris
250115,Chambiges Elys es,8 rue Chambiges 8th arr 75008 Paris France,France,Paris
250308,MARQUIS Faubourg St Honor Relais Ch teaux,8 rue d Anjou 8th arr 75008 Paris France,France,Paris
250321,H tel Le Bellechasse Saint Germain,8 Rue De Bellechasse 7th arr 75007 Paris France,France,Paris
250392,Hotel Verneuil Saint Germain,8 rue de Verneuil 7th arr 75007 Paris France,France,Paris
250467,Hotel Daniel Paris,8 rue Fr d ric Bastiat 8th arr 75008 Paris France,France,Paris
250479,Residence Du Roy,8 Rue Francois 1Er 8th arr 75008 Paris France,France,Paris
250701,La Maison Champs Elys es,8 Rue Jean Goujon 8th arr 75008 Paris France,France,Paris
250780,H tel Arvor Saint Georges,8 rue Laferriere 9th arr 75009 Paris France,France,Paris
250886,The Belgrave Hotel,80 86 Belgrave Road Westminster Borough London SW1V 2BJ United Kingdom,United Kingdom,London
251843,TheWesley,81 103 Euston Street Camden London NW1 2EZ United Kingdom,United Kingdom,London
252960,Le M ridien Etoile,81 boulevard Gouvion Saint Cyr 17th arr 75017 Paris France,France,Paris
253051,The Hoxton Shoreditch,81 Great Eastern Street Islington London EC2A 3HU United Kingdom,United Kingdom,London
253730,The Cavendish London,81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom,United Kingdom,London
254146,Avo Hotel,82 Dalston Lane Hackney London E8 3AH United Kingdom,United Kingdom,London
254312,Hotel 82 London,82 Gloucester Place Westminster Borough London W1U 6HN United Kingdom,United Kingdom,London
255024,La Clef Tour Eiffel,83 avenue Kl ber 16th arr 75016 Paris France,France,Paris
255339,Best Western Plus Seraphine Hammersmith Hotel,84 King Street Hammersmith and Fulham London W6 0QW United Kingdom,United Kingdom,London
256082,La Chambre du Marais,85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,France,Paris
256170,Novotel Paris Centre Bercy,85 Rue De Bercy 12th arr 75012 Paris France,France,Paris
256341,The Zetter Hotel,86 88 Clerkenwell Road Islington London EC1M 5RJ United Kingdom,United Kingdom,London
256518,Grosvenor House Suites by Jumeirah Living,86 Park Lane Westminster Borough London W1K 7TN United Kingdom,United Kingdom,London
256618,Hotel OFF Paris Seine,86 Quai D Austerlitz 13th arr 75013 Paris France,France,Paris
256697,Snob Hotel by Elegancia,86 Rue Saint Denis 1st arr 75001 Paris France,France,Paris
256757,Sofitel Paris Baltimore Tour Eiffel,88 Bis Avenue Kl ber 16th arr 75016 Paris France,France,Paris
256880,88 Studios,88 Holland Road Kensington and Chelsea London W14 8BN United Kingdom,United Kingdom,London
257339,Adria Boutique Hotel,88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom,United Kingdom,London
257570,Best Western Premier Faubourg 88,88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,France,Paris
257749,Hotel De Vigny,9 11 rue Balzac 8th arr 75008 Paris France,France,Paris
257812,Sydney House Chelsea,9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,United Kingdom,London
258070,Radisson Blu Edwardian Bloomsbury Street,9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom,United Kingdom,London
258956,H tel Le Relais Saint Germain,9 Carrefour de l Od on 6th arr 75006 Paris France,France,Paris
258996,Hotel Moonlight,9 Knaresborough Place Kensington and Chelsea London SW5 0TP United Kingdom,United Kingdom,London
259281,Villa Alessandra,9 Place Boulnois 17th arr 75017 Paris France,France,Paris
259307,Ibis Styles Paris Gare Saint Lazare,9 Rue de Constantinople 8th arr 75008 Paris France,France,Paris
259321,Golden Tulip Opera de Noailles,9 rue de la Michodi re 2nd arr 75002 Paris France,France,Paris
259475,Best Western Premier Op ra Li ge,9 Rue De Li ge 9th arr 75009 Paris France,France,Paris
259604,H tel Cristal Champs Elys es,9 Rue de Washington 8th arr 75008 Paris France,France,Paris
259731,Best Western Le Jardin de Cluny,9 Rue du Sommerard 5th arr 75005 Paris France,France,Paris
259851,Le Pigalle Hotel,9 rue frochot 9th arr 75009 Paris France,France,Paris
259893,Relais H tel du Vieux Paris,9 rue Git le Coeur 6th arr 75006 Paris France,France,Paris
260049,Victoire Germain,9 rue Gr goire de Tours 6th arr 75006 Paris France,France,Paris
260102,Le Littr ,9 Rue Littr 6th arr 75006 Paris France,France,Paris
260146,Hotel Le Sainte Beuve,9 Rue Sainte Beuve 6th arr 75006 Paris France,France,Paris
260244,Hotel Villa Saxe Eiffel,9 Villa de Saxe 7th arr 75007 Paris France,France,Paris
260324,Thistle Hyde Park,90 92 Lancaster Gate Westminster Borough London W2 3NR United Kingdom,United Kingdom,London
260623,Holiday Inn Paris Saint Germain des Pr s,92 rue de Vaugirard 6th arr 75006 Paris France,France,Paris
260857,Hotel Spa La Belle Juliette,92 Rue Du Cherche Midi 6th arr 75006 Paris France,France,Paris
260928,Rochester Champs Elysees,92 Rue La Boetie 8th arr 75008 Paris France,France,Paris
261077,DoubleTree by Hilton London West End,92 Southampton Row Camden London WC1B 4BH United Kingdom,United Kingdom,London
262003,Hotel d Orsay Esprit de France,93 Rue de Lille 7th arr 75007 Paris France,France,Paris
262214,Mercure Paris Opera Louvre,95 Rue de Richelieu 2nd arr 75002 Paris France,France,Paris
262308,La Villa des Ternes,97 avenue des Ternes 17th arr 75017 Paris France,France,Paris
262452,Holiday Inn London Kensington Forum,97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom,United Kingdom,London
263954,Radisson Blu Edwardian Kenilworth,97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom,United Kingdom,London
264896,H tel Monna Lisa Champs Elys es,97 rue La Bo tie 8th arr 75008 Paris France,France,Paris
264988,H tel Waldorf Trocad ro,97 rue Lauriston 16th arr 75016 Paris France,France,Paris
265062,Best Western Amiral Hotel,98 Avenue d Italie 13th arr 75013 Paris France,France,Paris
265181,Hotel Les Th tres,98 Rue De Clery 2nd arr 75002 Paris France,France,Paris
265304,Mercure Paris 17 me Saint Lazare Monceau,99 Bis Rue De Rome 17th arr 75017 Paris France,France,Paris
265323,Melia White House Hotel,Albany Street London NW1 3UP United Kingdom,United Kingdom,London
265979,Sir Albert Hotel,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,Netherlands,Amsterdam
266314,The Waldorf Hilton,Aldwych Westminster Borough London WC2B 4DD United Kingdom,United Kingdom,London
267114,Corendon Vitality Hotel Amsterdam,Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands,Netherlands,Amsterdam
268055,Hotel Bellevue Wien,Althanstra e 5 09 Alsergrund 1090 Vienna Austria,Austria,Vienna
268100,Maison Borella,Alzaia Naviglio Grande 8 Navigli 20144 Milan Italy,Italy,Milan
268230,Hotel Am Konzerthaus Vienna MGallery by Sofitel,Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria,Austria,Vienna
268460,Park Hyatt Vienna,Am Hof 2 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
268552,Hilton Vienna,Am Stadtpark 1 03 Landstra e 1030 Vienna Austria,Austria,Vienna
269113,Catalonia Port,Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
269291,Hampshire Hotel Rembrandt Square Amsterdam,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,Netherlands,Amsterdam
270039,Eurostars Angli,Angli 60 Sarri St Gervasi 08017 Barcelona Spain,Spain,Barcelona
270116,Pillows Anna van den Vondel Amsterdam,Anna van den Vondelstraat 6 Oud West 1054 GZ Amsterdam Netherlands,Netherlands,Amsterdam
270172,Schlosshotel R mischer Kaiser,Annagasse 16 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
270473,Hotel Mailberger Hof,Annagasse 7 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
270811,Best Western Delphi Hotel,Apollolaan 101 105 Oud Zuid 1077 AN Amsterdam Netherlands,Netherlands,Amsterdam
270891,Apollofirst Boutique Hotel,Apollolaan 123 125 Oud Zuid 1077 AP Amsterdam Netherlands,Netherlands,Amsterdam
271263,Hilton Amsterdam,Apollolaan 138 Oud Zuid 1077 BG Amsterdam Netherlands,Netherlands,Amsterdam
271542,Apollo Hotel Amsterdam,Apollolaan 2 Oud Zuid 1077 BA Amsterdam Netherlands,Netherlands,Amsterdam
